match_id,home_vote,away_vote
12318445,66,4
12318456,168,18
12318457,0,4
12318459,24,16
12318471,60,10
12318483,24,16
12318484,8,42
12318485,50,16
12318486,12,74
12318487,8,68
12318488,4,44
12318490,22,18
12318491,68,26
12318563,22,12
12318569,8,32
12318571,42,16
12318575,64,32
12318576,112,24
12318577,42,36
12318578,22,36
12318583,2,32
12318584,20,20
12318588,74,8
12318602,24,6
12318611,38,106
12318612,4,46
12318614,10,60
12318615,2,34
12318616,52,10
12318618,70,2
12318623,14,18
12318633,16,12
12318634,2,0
12318635,10,0
12318636,4,28
12318637,32,8
12318638,68,32
12318639,32,18
12318640,0,0
12318641,8,0
12318645,2,2
12318646,10,16
12318652,6,8
12318666,90,0
12318667,2,6
12318668,24,4
12318669,16,0
12318670,36,34
12318671,42,10
12318672,34,26
12318673,4,10
12318675,26,30
12318676,20,70
12318684,50,4
12318686,48,10
12318687,10,36
12318688,24,26
12318689,28,26
12318691,156,6
12318692,20,64
12318701,54,94
12318702,34,108
12318716,50,38
12318734,54,36
12318768,34,20
12318825,4,46
12318835,550,1328
12318836,146,8
12318837,108,10
12318838,44,48
12318841,16,42
12318842,2,4
12318845,0,36
12318846,64,80
12318847,34,10
12318848,4358,414
12318853,18,24
12318856,74,14
12318858,6,22
12318859,84,24
12318860,40,2
12318862,6,20
12318865,12,8
12318889,50,24
12318890,16,0
12318896,6,16
12318901,16,22
12318958,40,18
12318983,28,76
12318984,42,12
12318985,24,34
12318986,50,18
12318987,8,62
12319054,48,48
12319055,42,64
12319056,2,102
12319057,52,56
12319086,8,8
12319087,12,116
12319238,30,4
12319319,42,76
12319322,130,18
12319326,46,158
12319327,2,88
12319354,50,26
12319450,96,4
12319705,22,34
12319706,2,66
12319707,4,80
12319708,8,20
12319709,24,94
12319710,26,78
12319712,84,12
12319720,32,38
12319721,136,2
12319743,30,26
12319762,4,98
12320150,36,0
12320164,10,72
12320165,48,0
12320202,34,0
12320203,70,2
12320204,172,98
12320205,140,56
12320206,6,46
12320213,86,38
12320223,42,50
12320256,244,32
12320297,8,136
12320310,146,40
12320311,34,208
12320313,56,50
12320348,22,52
12320349,82,80
12320529,0,2
12320537,0,14
12320538,0,0
12320539,50,60
12320542,122,26
12320543,0,0
12320545,30,32
12320570,24,194
12320571,82,14
12320583,62,62
12320585,2,0
12320586,0,4
12320602,26,56
12320603,48,54
12320604,6,0
12320606,42,94
12320613,6,106
12320614,64,30
12320615,38,96
12320616,2,150
12320617,136,4
12320618,128,18
12320638,6,0
12320649,80,180
12320650,18,6
12320655,0,14
12320656,4,26
12320657,136,0
12320658,32,18
12320663,18,16
12320713,12,22
12320733,30,134
12320749,28,4
12320760,146,34
12320772,136,16
12320796,88,954
12320798,92,20
12320799,36,24
12320801,44,70
12320814,22,16
12320819,102,16
12320820,24,12
12320821,36,100
12320822,26,18
12320823,8,8
12320830,54,12
12320843,32,50
12320870,72,40
12320871,48,16
12320872,0,28
12320873,50,94
12320884,166,26
12320885,28,84
12320969,4,36
12321026,64,52
12321038,52,220
12321051,30,40
12321052,22,38
12321068,24,94
12321075,24,94
12321084,32,48
12321116,24,148
12321128,28,8
12321134,28,24
12321142,64,6
12321157,18,40
12321231,112,26
12321246,50,16
12322380,8,22
12322622,26,28
12296880,802,348
12296882,722,804
12296883,142,988
12296884,1084,148
12296889,106,1118
12296890,968,236
12296903,238,284
12296904,264,340
12296906,298,96
12296907,454,178
12296912,352,998
12296914,586,202
12296917,134,112
12296926,22,714
12296927,390,172
12296928,826,4
12296929,138,584
12296932,692,36
12296933,432,18
12296935,284,1062
12296938,234,148
12296939,1152,252
12296947,836,62
12296948,236,52
12296952,234,82
12296953,148,136
12296955,58,128
12296957,616,100
12296976,122,638
12296977,170,714
12296982,220,320
12296983,178,154
12296984,406,26
12296985,110,156
12296986,228,222
12296987,176,144
12296991,32,70
12296992,46,46
12296994,16,52
12296995,2,28
12296996,14,48
12296997,0,28
12299514,3102,5464
12299517,4350,2612
12299520,632,1508
12299524,6190,1186
12299529,5284,1042
12299531,2696,1524
12299532,1348,3882
12299535,416,7692
12299536,4480,120
12299537,4344,1872
12299538,1340,5770
12299539,4490,510
12299541,622,5648
12299542,3466,788
12299543,3234,1364
12299544,4618,730
12299545,3060,2126
12299546,7224,1184
12299547,5038,1394
12299548,502,7450
12299549,324,3766
12299550,3336,2312
12299551,40,8276
12299555,106,4136
12299574,5944,1156
12302270,2486,1282
12302274,1338,3154
12302276,112,2316
12302277,114,718
12302279,1878,560
12302281,1618,154
12302282,2158,930
12302283,4804,990
12302285,816,50
12302289,670,774
12302290,312,2884
12302291,2700,186
12302299,2988,3736
12302300,2986,246
12302301,1212,2018
12302302,5832,730
12302304,356,2552
12302310,1112,1522
12302315,548,4
12302317,524,210
12302318,3296,132
12302319,1294,266
12302320,254,2994
12302321,662,2306
12302322,1012,7234
12302323,22,3868
12302324,2628,700
12302325,380,404
12302326,1012,78
12302330,4,6
12302332,702,3090
12311410,1476,694
12311906,3544,9896
12311908,4690,440
12311910,4504,372
12311911,1582,2256
12311912,1886,2792
12311913,296,6040
12311914,2404,92
12311915,858,2984
12311917,4106,2952
12313261,2988,470
12315171,26,106
12316303,2618,628
12316305,3888,2668
12316306,894,7248
12316310,122,4942
12316341,860,3794
12316343,1358,1966
12316381,54,4
12316742,0,34
12317227,24,76
12318332,4,146
12318333,90,68
12318364,14,2
12318391,68,36
12318430,40,6
12318431,8,0
12318439,54,28
12318456,172,12
12318457,12,14
12318487,44,34
12318611,30,114
12318618,112,6
12318668,34,6
12318670,52,0
12318687,10,138
12318691,46,10
12318692,8,108
12318702,36,26
12318716,2,10
12318835,268,1398
12318836,32,22
12318848,3690,2
12318889,134,32
12318901,38,32
12319054,64,6
12319056,8,70
12319057,48,36
12319087,20,76
12319319,60,72
12319322,42,0
12319326,66,42
12319354,86,38
12319450,70,2
12319705,20,58
12319706,4,20
12319707,10,16
12319708,52,16
12319709,70,76
12319710,26,30
12319712,44,8
12319720,22,16
12319721,62,46
12319743,20,54
12319762,18,98
12320150,14,16
12320164,66,6
12320165,46,24
12320202,50,22
12320203,80,32
12320204,124,112
12320205,12,26
12320206,24,66
12320213,56,18
12320223,72,34
12320256,136,30
12320297,16,78
12320310,14,130
12320311,116,194
12320313,50,50
12320348,110,8
12320349,36,124
12320539,20,60
12320542,100,4
12320545,48,124
12320570,14,126
12320571,2,60
12320583,16,30
12320585,0,8
12320586,80,22
12320602,22,24
12320603,40,26
12320604,38,4
12320606,34,136
12320613,18,62
12320614,26,164
12320615,28,62
12320616,68,90
12320617,154,2
12320618,130,32
12320638,8,0
12320649,34,54
12320650,146,14
12320655,36,92
12320656,24,10
12320657,162,16
12320658,24,16
12320663,58,66
12320713,30,32
12320733,32,88
12320749,6,4
12320760,54,58
12320772,162,20
12320796,22,330
12320798,46,16
12320799,32,90
12320801,48,86
12320814,86,4
12320819,24,22
12320820,22,20
12320821,4,16
12320822,122,52
12320823,44,40
12320830,60,38
12320843,0,124
12320870,80,28
12320871,102,38
12320872,2,136
12320873,34,152
12320884,152,22
12320885,36,48
12320969,8,68
12321026,44,6
12321031,88,2070
12321038,24,252
12321051,30,2
12321052,6,36
12321068,22,112
12321075,12,38
12321084,16,102
12321094,64,36
12321116,56,104
12321128,96,0
12321134,84,44
12321141,46,56
12321142,4,18
12321157,62,66
12321191,22,18
12321231,134,34
12321246,48,30
12321293,70,38
12321419,12,64
12321473,30,116
12321510,38,66
12321511,72,236
12321535,6,84
12321536,6,32
12321588,54,10
12322019,42,2
12322043,58,194
12322052,144,80
12322067,146,50
12322257,62,202
12322286,38,164
12322291,22,74
12322380,0,4
12322555,374,36
12322576,266,100
12322578,8,14
12322587,20,40
12322599,76,176
12322622,104,24
12322628,106,86
12322629,190,8
12322637,12,106
12322658,10,68
12322659,98,84
12322660,72,0
12322661,60,156
12322662,114,14
12322663,6,94
12322664,88,54
12322671,6,78
12322672,90,164
12322717,114,28
12322734,156,60
12322735,62,148
12322741,60,114
12322742,10,82
12322743,42,106
12322744,90,62
12322745,26,206
12322754,116,14
12322760,220,28
12322775,116,46
12322785,46,90
12322791,42,54
12322815,18,122
12322857,4,154
12322866,34,96
12322880,68,66
12322885,94,26
12322931,62,6
12322979,8,6
12322980,4,12
12323554,122,0
12323743,38,174
12324282,46,8
12325552,2,0
12325599,6,0
12325613,0,14
12325623,8,12
12296880,1010,206
12296885,100,920
12296889,832,1252
12296903,176,626
12296907,238,64
12296916,210,138
12296917,1302,402
12296932,250,216
12296935,270,552
12296937,1382,618
12296939,1042,44
12296947,514,292
12296950,430,404
12296959,16,162
12296976,316,546
12296981,78,198
12296983,22,414
12296984,368,170
12296985,236,120
12296986,166,150
12296990,70,436
12296992,14,14
12296993,36,14
12296995,28,46
12299513,1246,5974
12299514,4438,13462
12299515,406,406
12299517,6504,108
12299520,1044,2552
12299521,1332,816
12299522,378,444
12299523,2890,1032
12299524,2314,1366
12299529,3160,1494
12299530,184,7076
12299531,4460,1412
12299532,2012,9000
12299535,304,4286
12299536,2176,328
12299537,4102,12
12299538,1238,1046
12299539,6380,326
12299541,756,644
12299546,6988,902
12299547,3650,150
12299548,1896,6264
12299549,2136,4744
12299552,538,3344
12299554,664,1596
12299555,664,8150
12299561,2840,4780
12299564,454,2074
12299566,750,784
12299572,1896,1436
12299574,3836,4654
12302270,5036,982
12302271,900,1096
12302274,1562,342
12302275,1568,1622
12302276,26,2324
12302278,568,1570
12302279,3314,780
12302280,1448,308
12302281,348,1944
12302282,3888,778
12302285,1156,568
12302297,2468,1068
12302298,3424,612
12302299,1984,1028
12302301,312,2990
12302315,764,2156
12302322,1358,4158
12302324,2398,1548
12302325,132,2980
12302331,2022,3338
12319319,52,98
12319322,102,18
12319326,90,18
12319354,36,2
12319450,6,0
12321031,2916,2556
12321094,78,106
12321141,40,52
12321157,2,184
12321191,56,36
12321231,148,36
12321293,244,110
12321419,8,116
12321473,50,44
12321510,60,50
12321511,34,118
12321535,4,88
12321536,36,28
12321588,38,8
12322019,28,12
12322043,114,164
12322052,88,16
12322067,16,40
12322257,122,210
12322286,84,130
12322291,62,20
12322555,58,30
12322576,214,122
12322578,0,78
12322587,112,42
12322599,26,54
12322628,12,22
12322629,172,30
12322637,60,180
12322658,8,8
12322659,122,72
12322660,100,42
12322661,8,4
12322662,112,26
12322663,4,16
12322664,4,40
12322671,52,160
12322672,94,156
12322717,88,6
12322734,194,22
12322735,120,78
12322741,58,162
12322742,184,20
12322743,6,20
12322744,16,60
12322745,58,0
12322754,12,52
12322760,80,28
12322775,46,0
12322785,34,120
12322791,90,56
12322815,42,126
12322857,64,6
12322866,32,58
12322880,142,54
12322885,40,164
12322931,72,12
12322979,2,4
12322980,6,6
12323554,108,48
12323743,12,126
12324282,196,16
12324341,200,52
12324343,0,96
12324474,44,54
12324544,12,28
12324576,46,160
12324933,220,252
12325061,100,152
12325118,118,214
12325161,102,134
12325552,4,8
12325553,348,72
12325561,6,8
12325562,4,0
12325563,4,0
12325564,14,0
12325565,0,0
12325566,4,0
12325567,2,0
12325568,0,0
12325569,0,0
12325570,4,0
12325571,6,8
12325572,0,0
12325573,0,0
12325574,0,0
12325575,2,0
12325576,0,2
12325577,4,2
12325578,0,0
12325579,0,0
12325580,2,0
12325581,0,2
12325582,6,0
12325583,0,0
12325584,0,0
12325585,0,0
12325586,0,0
12325587,0,0
12325588,0,0
12325589,0,0
12325591,0,2
12325592,2,2
12325593,0,0
12325598,122,26
12325599,2,2
12325600,16,22
12325601,4,8
12325602,2,10
12325603,0,20
12325604,0,0
12325605,6,22
12325606,0,2
12325607,6,8
12325608,4,0
12325609,2,2
12325610,0,4
12325611,0,20
12325613,2,12
12325623,2,8
12325639,138,28
12325670,70,58
12325671,202,96
12325672,0,132
12325685,20,32
12325707,42,120
12325713,74,108
12325733,64,8
12325749,160,20
12325776,136,6
12325780,12,86
12325819,38,124
12325854,10,4
12325855,8,0
12325856,2,4
12325857,2,0
12325858,2,2
12325860,22,2
12325861,2,0
12325862,0,6
12325864,10,6
12325865,4,0
12325866,0,6
12325867,0,2
12325869,0,6
12325926,10,54
12325943,0,2
12325944,0,0
12325945,2,2
12325946,0,6
12325947,8,22
12325948,0,0
12325949,0,0
12325950,0,6
12325951,0,12
12325952,2,2
12325953,0,2
12325954,4,0
12325955,14,0
12325956,2,4
12325957,2,14
12325959,0,8
12325962,54,292
12325963,50,64
12325964,34,120
12325967,62,54
12325969,52,2
12325970,28,110
12325972,50,38
12325973,28,98
12325975,220,36
12325976,18,310
12325977,310,0
12325984,8,0
12325985,10,4
12325986,2,0
12325987,4,2
12325988,0,0
12325989,0,2
12325990,0,14
12325991,0,2
12325992,2,2
12325993,2,4
12325994,6,2
12325995,6,0
12325996,0,0
12325997,2,0
12325998,8,0
12325999,4,0
12326013,98,62
12326014,0,0
12326015,0,6
12326016,4,0
12326017,2,0
12326018,4,0
12326019,6,0
12326020,10,0
12326021,0,0
12326022,0,4
12326023,0,2
12326024,0,0
12326025,0,0
12326026,0,0
12326027,0,0
12326028,0,0
12326029,2,0
12326030,0,0
12326031,8,0
12326032,4,0
12326033,0,0
12326034,0,0
12326035,0,0
12326036,0,0
12326037,0,0
12326038,0,0
12326039,0,0
12326040,0,0
12326041,0,0
12326042,2,0
12326043,0,0
12326044,2,0
12326045,0,0
12326046,0,4
12326047,0,2
12326048,0,2
12326049,2,0
12326050,0,2
12326051,0,0
12326052,6,0
12326053,0,2
12326054,2,4
12326055,0,2
12326056,4,4
12326057,4,0
12326058,0,0
12326059,2,0
12326060,0,0
12326063,0,0
12326064,4,38
12326065,0,14
12326066,0,2
12326069,2,18
12326070,30,0
12326071,6,4
12326072,18,2
12326074,0,12
12326075,36,0
12326076,6,0
12326077,28,0
12326078,20,0
12326085,60,92
12326098,0,12
12326099,2,12
12326100,4,16
12326101,0,8
12326102,0,26
12326103,4,22
12326104,0,0
12326105,0,18
12326106,28,0
12326114,0,4
12326115,0,6
12326116,0,4
12326117,2,6
12326118,2,0
12326119,2,4
12326120,8,2
12326121,0,16
12326122,4,0
12326123,10,2
12326124,4,0
12326125,2,2
12326126,4,0
12326127,0,2
12326128,2,8
12326129,8,0
12326130,0,0
12326131,0,2
12326132,0,0
12326133,0,0
12326134,2,18
12326135,10,0
12326136,0,14
12326137,10,4
12326138,0,10
12326139,0,8
12326140,8,0
12326141,0,0
12326142,2,0
12326143,4,0
12326144,8,2
12326145,0,42
12326146,0,2
12326147,0,0
12326148,2,0
12326149,0,12
12326150,2,8
12326151,4,0
12326152,0,0
12326153,10,6
12326154,12,0
12326155,0,6
12326156,18,0
12326157,8,0
12326158,0,0
12326159,0,2
12326161,0,62
12326163,8,78
12326164,22,68
12326165,2,2
12326167,20,22
12326168,2,0
12326169,20,102
12326170,16,6
12326171,0,0
12326172,32,26
12326173,0,0
12326174,56,16
12326175,0,6
12326221,0,4
12326222,10,0
12326223,0,0
12326224,2,0
12326225,0,2
12326226,4,0
12326227,2,0
12326228,6,0
12326229,6,0
12326230,0,0
12326231,0,0
12326232,10,0
12326233,0,0
12326234,0,0
12326235,2,2
12326236,0,0
12326237,2,0
12326238,2,0
12326239,0,2
12326240,0,0
12326241,0,0
12326242,2,2
12326243,0,2
12326244,0,4
12326245,4,0
12326246,2,0
12326248,14,4
12326249,0,0
12326250,0,0
12326251,6,6
12326252,0,8
12326253,0,0
12326254,0,0
12326255,8,0
12326256,0,0
12326257,0,0
12326258,10,2
12326259,0,4
12326260,2,0
12326261,0,0
12326262,0,0
12326342,8,8
12326360,276,158
12326361,28,234
12326363,222,16
12326364,28,20
12326365,116,326
12326366,0,294
12326367,260,18
12326368,44,24
12326369,86,120
12326370,258,120
12326371,78,30
12326423,188,138
12326425,158,74
12326426,256,12
12326427,170,48
12326428,212,0
12326441,342,72
12326442,42,184
12326462,44,164
12326467,6,4
12326468,0,4
12326469,2,0
12326470,0,6
12326471,2,2
12326472,0,0
12326473,0,0
12326474,2,0
12326475,0,4
12326476,0,0
12326477,0,0
12326479,2,4
12326480,4,0
12326481,0,0
12326482,0,0
12326483,0,0
12326484,2,0
12326485,2,2
12326486,0,4
12326487,0,0
12326488,0,0
12326489,0,0
12326490,2,2
12326491,0,0
12326492,0,0
12326493,0,0
12326494,2,2
12326495,0,0
12326496,0,0
12326497,8,0
12326498,0,0
12326499,0,0
12326500,0,0
12326501,6,0
12326502,0,2
12326503,4,0
12326504,0,0
12326505,0,0
12326506,0,2
12326507,2,0
12326508,0,0
12326509,4,4
12326510,6,0
12326511,10,0
12326512,0,0
12326553,4,0
12326554,0,0
12326555,2,0
12326556,2,10
12326557,0,2
12326558,0,0
12326559,2,0
12326560,0,0
12326561,0,0
12326563,0,2
12326564,0,0
12326565,0,0
12326566,6,0
12326567,2,2
12326568,0,2
12326569,4,0
12326572,0,0
12326573,2,0
12326574,6,4
12326575,0,0
12326577,0,2
12326578,4,0
12326579,0,0
12326580,8,0
12326581,2,0
12326582,0,4
12326583,0,0
12326586,2,12
12326587,2,0
12326589,4,0
12326590,0,0
12326593,0,0
12326594,0,0
12326595,2,4
12326596,4,4
12326597,0,0
12326598,2,0
12326599,2,2
12326600,2,6
12326601,0,0
12326602,0,2
12326937,0,0
12326939,4,0
12326940,0,2
12326941,0,0
12326942,0,0
12326944,0,0
12326945,0,0
12326946,0,0
12326947,0,0
12326948,0,0
12326949,0,4
12326952,0,0
12327347,0,0
12327348,0,0
12327350,0,0
12327381,0,0
12327382,0,0
12327386,0,0
12327410,0,0
12327415,0,10
12327417,0,0
12327420,0,0
12327480,0,0
12327514,4,0
12327541,0,0
12327661,0,0
12327662,0,0
12327689,0,0
12296885,474,678
12296915,1186,152
12296916,410,272
12296917,172,490
12296937,1440,592
12296947,460,414
12296950,1378,160
12296959,348,1030
12296981,140,346
12296989,166,210
12296990,132,368
12296993,36,84
12299513,2040,4366
12299515,4654,7188
12299520,116,5450
12299521,576,2324
12299522,1462,1422
12299523,90,2252
12299528,1782,2532
12299530,698,4898
12299531,5714,1054
12299532,868,6688
12299533,5222,3304
12299534,13534,1480
12299552,2566,3642
12299554,2216,3720
12299555,662,2932
12299559,1580,1906
12299561,2376,5164
12299564,796,1560
12299565,6684,400
12299566,4566,1036
12299567,1262,6406
12299572,1278,0
12302271,676,1170
12302272,8034,32
12302273,7008,4006
12302275,4176,852
12302278,1818,2250
12302280,1446,1502
12302284,604,2376
12302286,330,1552
12302287,7474,676
12302288,1540,2856
12302295,6756,242
12302296,2950,1674
12302297,4728,604
12302298,28,738
12302301,312,3522
12302328,1368,3384
12302331,286,572
12322815,0,142
12324282,32,10
12324341,16,6
12324343,136,88
12324474,70,134
12324544,92,32
12324576,22,4
12324933,116,62
12325061,154,380
12325118,94,36
12325161,48,88
12325552,2,6
12325553,258,106
12325561,14,0
12325562,0,2
12325563,6,0
12325564,14,0
12325565,0,2
12325566,2,0
12325567,0,0
12325568,0,0
12325569,0,0
12325570,6,0
12325571,0,0
12325572,0,0
12325573,0,2
12325574,2,0
12325575,0,0
12325576,2,8
12325577,4,2
12325578,0,0
12325579,0,0
12325580,0,6
12325581,0,0
12325582,10,2
12325583,0,0
12325584,0,0
12325585,0,0
12325586,0,0
12325587,0,0
12325588,0,0
12325589,0,0
12325591,0,4
12325592,0,2
12325593,0,0
12325598,78,108
12325599,14,6
12325600,12,2
12325601,0,6
12325602,6,14
12325603,2,10
12325604,0,0
12325605,6,18
12325606,10,2
12325607,4,12
12325608,6,0
12325609,0,4
12325610,0,2
12325611,0,14
12325613,0,8
12325623,0,4
12325639,88,44
12325670,50,6
12325671,138,42
12325672,36,62
12325685,134,138
12325707,2,54
12325713,74,244
12325733,90,106
12325749,28,136
12325776,62,162
12325780,202,12
12325819,100,102
12325854,2,2
12325855,6,0
12325856,0,4
12325857,6,0
12325858,2,2
12325859,8,2
12325860,6,0
12325861,2,8
12325862,0,2
12325863,4,4
12325864,26,2
12325865,0,0
12325866,2,0
12325867,0,4
12325869,0,6
12325926,176,62
12325943,2,6
12325944,2,0
12325945,2,2
12325946,0,20
12325947,16,2
12325948,0,2
12325949,8,2
12325950,0,0
12325951,0,10
12325952,2,0
12325953,0,0
12325954,14,4
12325955,12,12
12325956,4,0
12325957,14,20
12325959,0,10
12325960,248,88
12325962,26,144
12325963,204,32
12325964,138,60
12325966,276,32
12325967,100,36
12325969,202,34
12325970,76,408
12325972,64,26
12325973,16,78
12325975,264,0
12325976,4,326
12325977,166,14
12325984,2,0
12325985,6,0
12325986,8,2
12325987,8,0
12325988,0,4
12325989,0,2
12325990,0,12
12325991,2,4
12325992,2,0
12325993,2,2
12325994,2,0
12325995,0,0
12325996,2,0
12325997,0,2
12325998,2,2
12325999,2,0
12326013,44,82
12326014,0,0
12326015,2,0
12326016,0,0
12326017,4,0
12326018,2,0
12326019,2,0
12326020,6,0
12326021,0,0
12326022,0,2
12326023,0,2
12326024,0,0
12326025,0,0
12326026,0,0
12326027,0,0
12326028,0,2
12326029,2,0
12326030,4,0
12326031,0,0
12326032,4,0
12326033,0,0
12326034,2,0
12326035,0,0
12326036,0,0
12326037,0,0
12326038,0,0
12326039,0,0
12326040,0,0
12326041,0,0
12326042,4,0
12326043,0,0
12326044,4,0
12326045,0,0
12326046,2,8
12326047,4,0
12326048,0,2
12326049,4,0
12326050,0,2
12326051,0,0
12326052,0,0
12326053,2,0
12326054,0,2
12326055,0,0
12326056,2,4
12326057,6,0
12326058,0,0
12326059,0,0
12326060,0,0
12326063,2,14
12326064,4,46
12326065,0,4
12326066,8,2
12326067,30,2
12326068,2,10
12326069,0,30
12326070,10,2
12326071,38,4
12326072,6,6
12326073,4,0
12326074,0,8
12326075,8,0
12326076,8,0
12326077,26,2
12326078,24,0
12326085,26,102
12326098,2,24
12326099,0,10
12326100,4,8
12326101,0,0
12326102,0,32
12326103,0,8
12326104,2,36
12326105,0,50
12326106,38,0
12326114,0,14
12326115,0,2
12326116,0,8
12326117,0,6
12326118,2,0
12326119,16,2
12326120,0,2
12326121,0,6
12326122,14,0
12326123,10,0
12326124,2,0
12326125,0,2
12326126,4,0
12326127,0,4
12326128,2,4
12326129,0,0
12326130,0,4
12326131,0,0
12326132,0,0
12326133,0,0
12326134,0,52
12326135,10,0
12326136,2,0
12326137,0,2
12326138,0,18
12326139,0,6
12326140,0,0
12326141,0,2
12326142,2,0
12326143,0,0
12326144,14,0
12326145,0,30
12326146,0,0
12326147,6,0
12326148,0,2
12326149,4,0
12326150,2,2
12326151,2,6
12326152,0,2
12326153,2,6
12326154,14,0
12326155,0,8
12326156,16,0
12326157,12,0
12326158,2,0
12326159,2,0
12326161,0,70
12326162,68,4
12326163,10,30
12326164,28,20
12326165,60,6
12326166,32,46
12326167,20,50
12326168,4,2
12326169,22,30
12326170,68,8
12326171,0,0
12326172,44,0
12326173,0,4
12326174,56,4
12326175,44,8
12326176,104,30
12326221,0,4
12326222,54,0
12326223,0,0
12326224,0,0
12326225,0,8
12326226,0,0
12326227,0,0
12326228,4,0
12326229,2,0
12326230,0,0
12326231,0,2
12326232,0,0
12326233,0,0
12326234,0,0
12326235,2,2
12326236,2,0
12326237,2,0
12326238,0,4
12326239,0,0
12326240,0,0
12326241,0,0
12326242,0,2
12326243,4,8
12326244,2,4
12326245,2,0
12326246,0,0
12326248,4,0
12326249,0,4
12326250,0,0
12326251,2,4
12326252,0,4
12326253,0,0
12326254,6,0
12326255,2,0
12326256,6,0
12326257,0,2
12326258,8,0
12326259,0,4
12326260,4,4
12326261,0,0
12326262,0,0
12326342,2,8
12326344,146,18
12326360,214,94
12326361,18,56
12326362,120,390
12326363,46,64
12326364,214,6
12326365,44,388
12326366,94,66
12326367,152,24
12326368,132,26
12326369,56,144
12326370,72,28
12326371,58,20
12326423,6,218
12326424,44,98
12326425,42,22
12326426,298,60
12326427,156,78
12326428,290,26
12326431,68,192
12326441,166,54
12326442,26,4
12326444,60,202
12326462,42,86
12326467,2,6
12326468,0,0
12326469,2,0
12326470,4,4
12326471,0,4
12326472,0,0
12326473,0,0
12326474,0,0
12326475,0,0
12326476,2,0
12326477,0,0
12326478,2,2
12326479,0,0
12326480,2,0
12326481,4,0
12326482,2,0
12326483,0,0
12326484,2,0
12326485,0,2
12326486,0,0
12326487,0,0
12326488,0,0
12326489,2,0
12326490,2,2
12326491,0,0
12326492,0,0
12326493,0,0
12326494,2,2
12326495,0,0
12326496,0,0
12326497,4,0
12326498,2,0
12326499,0,0
12326500,0,0
12326501,0,0
12326502,0,0
12326503,0,0
12326504,0,0
12326505,0,0
12326506,0,2
12326507,0,0
12326508,0,0
12326509,2,0
12326510,8,0
12326511,6,2
12326512,0,0
12326553,10,0
12326554,0,0
12326555,0,0
12326556,2,8
12326557,0,0
12326558,0,2
12326559,0,0
12326560,2,0
12326561,0,0
12326562,4,0
12326563,0,0
12326564,0,0
12326565,0,0
12326566,2,0
12326567,0,2
12326568,0,2
12326569,0,0
12326570,2,6
12326571,0,0
12326572,0,0
12326573,2,0
12326574,6,4
12326575,0,2
12326576,2,2
12326577,0,2
12326578,4,0
12326579,4,0
12326580,0,2
12326581,4,0
12326582,0,6
12326583,0,0
12326584,0,0
12326585,0,0
12326586,4,0
12326587,0,0
12326588,4,0
12326589,0,0
12326590,0,0
12326591,0,0
12326592,2,2
12326593,0,2
12326594,0,0
12326595,2,8
12326596,8,4
12326597,8,0
12326598,0,0
12326599,2,2
12326600,2,8
12326601,0,0
12326602,0,0
12326653,910,222
12326847,0,18
12326848,2,2
12326849,2,4
12326850,10,0
12326851,8,4
12326852,0,0
12326853,10,2
12326854,14,0
12326855,0,0
12326856,6,8
12326857,0,2
12326858,0,0
12326859,2,6
12326860,2,16
12326861,0,0
12326862,12,0
12326937,0,0
12326938,2,6
12326939,4,0
12326940,0,0
12326941,2,0
12326942,0,0
12326943,2,0
12326944,0,0
12326945,0,0
12326946,0,0
12326947,0,0
12326948,0,0
12326949,0,2
12326950,0,0
12326951,0,0
12326952,0,0
12326997,158,228
12326998,50,32
12326999,88,172
12327336,56,186
12327347,0,0
12327348,0,0
12327350,0,0
12327381,0,0
12327382,0,0
12327386,0,0
12327387,6,0
12327400,208,24
12327410,0,0
12327414,42,36
12327415,2,28
12327416,0,50
12327417,0,0
12327418,10,4
12327420,0,0
12327480,0,0
12327514,2,0
12327541,0,0
12327609,4,10
12327610,46,54
12327611,18,24
12327612,14,0
12327613,6,0
12327614,0,12
12327615,22,12
12327622,26,18
12327646,22,60
12327647,18,16
12327648,16,0
12327649,18,8
12327650,32,24
12327651,8,72
12327652,48,76
12327653,2,30
12327661,2,0
12327662,0,0
12327689,0,0
12327693,0,14
12327694,12,4
12327711,46,6
12327723,190,32
12327827,12,6
12327846,670,0
12327847,16,4
12327848,8,6
12327849,18,0
12327851,12,12
12327856,4,2
12327857,12,2
12327858,4,2
12327859,6,2
12327860,2,0
12327861,12,0
12327862,26,82
12327863,32,14
12327864,24,14
12327869,10,6
12327883,16,4
12327884,0,2
12327885,22,0
12327886,10,6
12327887,30,4
12327888,12,0
12327889,40,6
12327890,6,4
12327891,2,20
12327892,8,0
12327893,10,6
12327894,14,0
12327895,18,22
12327896,10,10
12327897,14,12
12327898,14,6
12327899,240,348
12327902,34,0
12327903,26,14
12327912,774,116
12327921,10,4
12327922,2,8
12327926,42,0
12327931,2,0
12327933,24,98
12327936,116,6
12327937,0,0
12327939,58,8
12327940,0,2
12327941,0,0
12327943,176,16
12327948,14,2
12327955,20,8
12327956,6,2
12327957,12,10
12327974,4,0
12327975,8,14
12327976,2,0
12327980,50,8
12328018,44,6
12328044,62,180
12328052,0,0
12328053,2,6
12328054,2,18
12328055,0,16
12328056,2,0
12328057,6,6
12328058,4,8
12328059,4,8
12328060,0,2
12328061,2,0
12328062,0,0
